cent_lat,cent_lon,cluster,n_accidentes
41.416454327226134,2.1872105464329503,67,414
41.367915538615186,2.139601592348699,107,409
41.40722446115907,2.195395539035748,32,408
41.41046128335579,2.1567004355533865,25,408
41.39898692316309,2.1521795465095033,112,408
41.39439437588335,2.1622540405556725,19,400
41.42927562002725,2.1833491009493478,114,400
41.38265023130335,2.1880389752812044,82,397
41.44756951350553,2.187655208973224,18,396
41.401617465915926,2.148446320434584,58,392
41.38553442183452,2.1765478662043085,31,389
41.37591120258296,2.1386021591790945,130,387
41.396340010937365,2.171413711391155,188,385
41.380029418578175,2.1557599978898323,77,379
41.38685974515699,2.12270269750775,141,378
41.40390567089434,2.1718241594718912,155,377
41.41175478676583,2.197596325326507,70,374
41.433345323039546,2.1465354107115906,183,372
41.41437489679095,2.1327068878635047,28,371
41.383537253426745,2.147567535674086,122,371
41.4436574096681,2.205159994228034,8,367
41.40091001637223,2.1793128373317283,0,366
41.41158435499442,2.1629303027858233,174,365
41.42145498946897,2.1402465785447236,97,363
41.39007249175312,2.148198439694095,117,360
41.383774414335555,2.1286351566149095,62,360
41.38705459256924,2.1521392213270576,34,360
41.386167586368465,2.1427483021714195,86,358
41.4153263541312,2.1807744828934514,12,357
41.41139913310655,2.177570348353614,165,354
41.40475281663507,2.160579975581019,99,354
41.44052196596461,2.1650085774620953,109,354
41.40160950201738,2.211150203681228,60,351
41.38446625718939,2.112294680976042,33,348
41.37533319989222,2.1317134506850515,64,345
41.44683913784627,2.192237889229747,190,340
41.428408232495286,2.166037269176411,59,340
41.395465389306615,2.2056434177211437,153,333
41.40226729332648,2.115495693129334,22,331
41.3848489395144,2.1376771867229287,171,327
41.385491505351375,2.1702872225581458,51,324
41.383104423486614,2.1058060479733784,94,322
41.374589499664765,2.161788589186087,169,322
41.37946794450705,2.1287628515224255,163,322
41.401303327815434,2.1238250251454116,48,317
41.42295500300738,2.1767052743473503,189,317
41.407296488943764,2.2029914636859687,172,316
41.442727792212175,2.186526207803193,193,313
41.44565604311269,2.175494731456775,63,311
41.43878908152127,2.1747449762236943,198,309
41.391482284463414,2.1807047578356324,92,308
41.37047164225847,2.143090571802712,23,306
41.429335432280176,2.157170678633358,142,304
41.41907576866908,2.2092994247758537,79,303
41.41080101864926,2.1455475608852757,108,299
41.40836901314712,2.1371025354499213,149,297
41.37965625448341,2.1625984980941255,179,295
41.369561160830735,2.132398555107036,173,292
41.40689529197063,2.1676432855267476,195,292
41.393405180350825,2.1873535021261725,146,290
41.39795406694652,2.128231499489984,154,287
41.4339622883603,2.182450292954357,20,285
41.3483889180164,2.1456213840281295,47,284
41.41744525827353,2.1736833824077184,89,283
41.40554446032058,2.2163917954578114,41,281
41.364090244396216,2.1698372027534627,128,277
41.386823249109526,2.117797715056862,16,276
41.410899813471005,2.1272897299058418,95,273
41.42455669596015,2.158239908090979,24,271
41.44661065885846,2.1824382902288075,127,270
41.424752808140035,2.153275957250412,116,270
41.43909342827218,2.181445068772734,106,269
41.39292125622803,2.129683138168671,38,268
41.42100698451714,2.2005349946989106,180,263
41.4037522151296,2.131139778562116,168,259
41.439252633626154,2.1583520926264304,176,258
41.358980925188064,2.1387545622438178,157,258
41.3778171827298,2.1792578909424605,45,254
41.3752310979485,2.126014849967618,199,252
41.434239492676696,2.153340782897297,27,251
41.397539107847344,2.18645895579261,72,250
41.381536010325554,2.133862382682836,11,250
41.44146768148583,2.199057090993153,137,248
41.37330775578344,2.1535185212220775,125,248
41.410832669306046,2.220094479788854,150,248
41.3870870401682,2.183379724545612,187,247
41.442423676988795,2.1702968104147677,42,243
41.43424484590928,2.172368873900621,2,242
41.44585749101369,2.1794718695938653,182,241
41.44985996679886,2.1956488633410496,80,238
41.435936593243206,2.192069735912176,144,237
41.331384299185316,2.1155222316867297,93,235
41.35647878973369,2.1430417964416058,5,231
41.41984722307595,2.1814481139907165,115,227
41.378566604923854,2.189923558809859,9,227
41.37988630784509,2.1739612275027245,192,221
41.393942781235786,2.1111788771101017,56,220
41.407394313460046,2.1223435321273576,140,218
41.43006446060379,2.1917212394620487,118,217
41.413372501223144,2.2136987078582853,138,215
41.42443030116395,2.2044169969423737,39,214
41.38878573709449,2.1078190741010343,75,212
41.3391951950825,2.124573108854672,10,210
41.44813955256168,2.2002332795747233,184,210
41.37601910090621,2.1577080620552214,49,209
41.439604516071995,2.1517263047607855,66,209
41.397540883853274,2.193068778091404,143,208
41.392358798697074,2.1916204416629106,37,208
41.43869295663862,2.207304932229735,139,204
41.45234642018837,2.188441212219698,164,202
41.35231556503821,2.1550044135990825,68,200
41.37936956869866,2.168998038896715,21,199
41.40161406168233,2.203660488479758,85,199
41.4328722171399,2.2037360874900056,73,199
41.37052625327242,2.1733532489335934,57,196
41.42147464383479,2.1495993825043174,178,194
41.418704490376335,2.1586072421985847,151,193
41.39897205680873,2.1986641271180978,46,184
41.3977515531697,2.117945230155409,196,182
41.39273279659119,2.122958519772243,102,182
41.46090591537296,2.1790916132751015,132,179
41.41705494952922,2.197572497202653,101,173
41.408671396359026,2.2088861946383864,6,167
41.346979943171135,2.135684622613536,136,167
41.424826836073755,2.180865075313175,36,165
41.37855998720013,2.121261824973744,1,165
41.42325334880366,2.1908488870589085,26,163
41.41590441732024,2.1465049072114564,61,152
41.43494176413432,2.1634502130673634,74,139
41.44091254768833,2.191051837062751,87,138
41.3772476225955,2.114107415085903,158,120
41.36238853689817,2.1494086398201553,145,118
41.36712537226015,2.1594681511692984,84,112
41.3319030524754,2.137989930612919,53,112
41.35767872180888,2.1624289416318256,30,111
41.42959900126105,2.1332646362094607,166,103
41.328667919060294,2.1242733325295897,177,100
41.40734681191721,2.1108669465063308,159,81
41.41431566844865,2.1053581109938855,186,78
41.42252224420632,2.0930833730673544,96,62
41.41988818661625,2.11719394745361,69,55
41.32430741990852,2.1327564240010903,135,46
41.42840321289031,2.1272101969624546,76,45
41.40843330963765,2.102017900889219,55,41
